cat1	cat2	cat3	brand	sku_size	product_id
PC	CABELLO	POST WASH	SHAMPOO3	300	21117
PC	CABELLO	POST WASH	SHAMPOO3	400	21002
PC	CABELLO	POST WASH	SHAMPOO3	300	21137
PC	CABELLO	POST WASH	SHAMPOO3	300	21150
PC	CABELLO	POST WASH	SHAMPOO3	300	21108
PC	CABELLO	SHAMPOO	SHAMPOO3	200	20387
PC	CABELLO	SHAMPOO	SHAMPOO3	300	20437
PC	CABELLO	SHAMPOO	SHAMPOO3	350	20297
PC	CABELLO	SHAMPOO	SHAMPOO3	650	20344
PC	CABELLO	SHAMPOO	SHAMPOO3	200	20575
PC	CABELLO	SHAMPOO	SHAMPOO3	350	20525
PC	CABELLO	SHAMPOO	SHAMPOO3	650	20577
PC	CABELLO	SHAMPOO	SHAMPOO3	200	20754
PC	CABELLO	SHAMPOO	SHAMPOO3	650	20659
PC	CABELLO	SHAMPOO	SHAMPOO3	350	20623
PC	CABELLO	SHAMPOO	SHAMPOO3	200	20301
PC	CABELLO	SHAMPOO	SHAMPOO3	350	20230
PC	CABELLO	SHAMPOO	SHAMPOO3	650	20295
PC	CABELLO	SHAMPOO	SHAMPOO3	300	20389
PC	CABELLO	SHAMPOO	SHAMPOO3	350	20225
PC	CABELLO	SHAMPOO	SHAMPOO3	200	21187
PC	CABELLO	SHAMPOO	SHAMPOO3	350	21141
PC	CABELLO	SHAMPOO	SHAMPOO3	650	21136
PC	CABELLO	SHAMPOO	SHAMPOO3	350	20356
PC	CABELLO	SHAMPOO	SHAMPOO3	200	20176
PC	CABELLO	SHAMPOO	SHAMPOO3	300	20157
PC	CABELLO	SHAMPOO	SHAMPOO3	350	20177
PC	CABELLO	SHAMPOO	SHAMPOO3	650	20208
PC	CABELLO	SHAMPOO	SHAMPOO3	650	20616
PC	CABELLO	SHAMPOO	SHAMPOO3	10	20310
PC	CABELLO	SHAMPOO	SHAMPOO3	930	21183
PC	CABELLO	SHAMPOO	SHAMPOO3	200	20182
PC	CABELLO	SHAMPOO	SHAMPOO3	300	20153
PC	CABELLO	SHAMPOO	SHAMPOO3	350	20181
PC	CABELLO	SHAMPOO	SHAMPOO3	650	20200
PC	CABELLO	SHAMPOO	SHAMPOO3	650	20613
PC	CABELLO	SHAMPOO	SHAMPOO3	10	20314
PC	CABELLO	SHAMPOO	SHAMPOO3	200	20462
PC	CABELLO	SHAMPOO	SHAMPOO3	350	20448
PC	CABELLO	SHAMPOO	SHAMPOO3	650	20425
PC	CABELLO	SHAMPOO	SHAMPOO3	200	20523
PC	CABELLO	SHAMPOO	SHAMPOO3	350	20495
PC	CABELLO	SHAMPOO	SHAMPOO3	650	20559
PC	CABELLO	SHAMPOO	SHAMPOO3	200	20268
PC	CABELLO	SHAMPOO	SHAMPOO3	350	20238
PC	CABELLO	SHAMPOO	SHAMPOO3	650	20277
PC	CABELLO	SHAMPOO	SHAMPOO3	650	20504
PC	CABELLO	SHAMPOO	SHAMPOO3	350	20441
PC	CABELLO	SHAMPOO	SHAMPOO3	200	20489
PC	CABELLO	SHAMPOO	SHAMPOO3	200	20475
PC	CABELLO	SHAMPOO	SHAMPOO3	350	20423
PC	CABELLO	SHAMPOO	SHAMPOO3	650	20430
PC	CABELLO	SHAMPOO	SHAMPOO3	300	20179
PC	CABELLO	SHAMPOO	SHAMPOO3	10	20483
PC	CABELLO	SHAMPOO	SHAMPOO3	200	20273
PC	CABELLO	SHAMPOO	SHAMPOO3	350	20220
PC	CABELLO	SHAMPOO	SHAMPOO3	650	20241
PC	CABELLO	SHAMPOO	SHAMPOO3	650	20717
PC	CABELLO	SHAMPOO	SHAMPOO3	200	20336
PC	CABELLO	SHAMPOO	SHAMPOO3	350	20329
PC	CABELLO	SHAMPOO	SHAMPOO3	650	20385
PC	CABELLO	POST WASH	SHAMPOO3	150	21213
PC	CABELLO	POST WASH	SHAMPOO3	150	21198
PC	CABELLO	POST WASH	SHAMPOO3	150	21210
PC	CABELLO	ACONDICIONADOR	SHAMPOO3	170	21093
PC	CABELLO	ACONDICIONADOR	SHAMPOO3	170	21105
PC	CABELLO	ACONDICIONADOR	SHAMPOO3	170	21102
PC	CABELLO	ACONDICIONADOR	SHAMPOO3	170	21086
PC	DEOS	Aero	SKIN1	150	21245
PC	DEOS	Aero	SKIN1	150	21233
PC	PIEL1	Desmaquillante	SKIN1	200	21142
PC	PIEL1	Limpieza	SKIN1	150	21209
PC	PIEL1	Limpieza	SKIN1	150	21191
PC	PIEL1	Limpieza	SKIN1	25	21226
PC	PIEL1	Limpieza	SKIN1	25	21229
HC	ROPA LAVADO	Liquido	ARIEL	1000	20919
HC	ROPA LAVADO	Liquido	ARIEL	450	20635
HC	ROPA LAVADO	Liquido	ARIEL	800	20682
HC	ROPA LAVADO	Liquido	ARIEL	800	20378
HC	ROPA LAVADO	Liquido	ARIEL	3000	20135
HC	ROPA LAVADO	Liquido	ARIEL	800	20611
HC	ROPA LAVADO	Liquido	ARIEL	3000	20102
HC	ROPA LAVADO	Liquido	ARIEL	3000	20001
HC	ROPA LAVADO	Liquido	ARIEL	800	20045
HC	ROPA LAVADO	Liquido	ARIEL	400	20261
HC	ROPA LAVADO	Liquido	ARIEL	1400	20150
HC	ROPA LAVADO	Polvo	ARIEL	5000	20036
HC	ROPA LAVADO	Polvo	ARIEL	800	20472
HC	ROPA LAVADO	Polvo	ARIEL	800	20363
HC	ROPA LAVADO	Liquido	ARIEL	500	20753
HC	PROFESIONAL	INDUSTRIAL	ARIEL	5000	20515
HC	ROPA LAVADO	Liquido	ARIEL	4000	20370
HC	ROPA LAVADO	Liquido	ARIEL	1500	20098
HC	ROPA LAVADO	Liquido	ARIEL	500	20897
HC	ROPA LAVADO	Liquido	ARIEL	1000	20780
HC	ROPA LAVADO	Liquido	ARIEL	1000	20413
HC	ROPA LAVADO	Liquido	ARIEL	800	20427
HC	PROFESIONAL	INDUSTRIAL	ARIEL	2000	21211
HC	ROPA LAVADO	Liquido	ARIEL	1000	20805
HC	ROPA LAVADO	Liquido	ARIEL	800	20445
HC	PROFESIONAL	INDUSTRIAL	ARIEL	7500	20895
HC	PROFESIONAL	INDUSTRIAL	ARIEL	4500	20958
HC	ROPA LAVADO	Polvo	ARIEL	1500	20147
HC	ROPA LAVADO	Polvo	ARIEL	400	20195
HC	ROPA LAVADO	Polvo	ARIEL	800	20060
HC	ROPA LAVADO	Polvo	ARIEL	3000	20034
HC	PROFESIONAL	INDUSTRIAL	ARIEL	10000	20191
HC	ROPA LAVADO	Polvo	ARIEL	475	20691
HC	ROPA LAVADO	Polvo	ARIEL	3000	20626
HC	ROPA LAVADO	Polvo	ARIEL	600	20279
HC	ROPA LAVADO	Polvo	ARIEL	2500	20204
HC	ROPA LAVADO	Polvo	ARIEL	900	20557
HC	ROPA LAVADO	Polvo	ARIEL	475	20649
HC	ROPA LAVADO	Polvo	ARIEL	3000	20468
HC	ROPA LAVADO	Polvo	ARIEL	1800	20562
PC	PIEL1	CUIDADO ESPECIAL	LANCOME	350	21085
PC	PIEL1	CREMA	LANCOME	200	21235
PC	PIEL1	CREMA	LANCOME	200	21205
PC	PIEL1	CREMA	LANCOME	400	21138
PC	PIEL1	CREMA	LANCOME	350	20538
PC	PIEL1	CREMA	LANCOME	530	20463
PC	PIEL1	CREMA	LANCOME	350	20661
PC	PIEL1	CREMA	LANCOME	530	20570
PC	PIEL1	CREMA	LANCOME	350	20693
PC	PIEL1	CREMA	LANCOME	530	20594
PC	PIEL1	CREMA	LANCOME	530	20708
PC	PIEL1	CREMA	LANCOME	400	21221
PC	PIEL1	CREMA	LANCOME	400	21236
PC	PIEL1	CREMA	LANCOME	350	20714
PC	PIEL1	CREMA	LANCOME	530	20549
PC	PIEL1	CREMA	LANCOME	200	21231
PC	PIEL1	CREMA	LANCOME	400	21132
PC	PIEL1	CREMA	LANCOME	350	20922
PC	PIEL1	CREMA	LANCOME	530	20786
PC	PIEL1	CREMA	LANCOME	400	21204
PC	PIEL1	CUIDADO ESPECIAL	LANCOME	170	21157
PC	PIEL1	CUIDADO ESPECIAL	LANCOME	170	21133
PC	PIEL1	CUIDADO ESPECIAL	LANCOME	32	21266
PC	PIEL1	CUIDADO ESPECIAL	LANCOME	32	21265
PC	CABELLO	ACONDICIONADOR	SHAMPOO2	930	20257
PC	CABELLO	ACONDICIONADOR	SHAMPOO2	930	20154
PC	CABELLO	ACONDICIONADOR	SHAMPOO2	930	21072
PC	CABELLO	ACONDICIONADOR	SHAMPOO2	300	20648
PC	CABELLO	ACONDICIONADOR	SHAMPOO2	930	20059
PC	CABELLO	ACONDICIONADOR	SHAMPOO2	930	20094
PC	CABELLO	ACONDICIONADOR	SHAMPOO2	930	20223
PC	CABELLO	ACONDICIONADOR	SHAMPOO2	930	21012
PC	CABELLO	ACONDICIONADOR	SHAMPOO2	930	20080
PC	CABELLO	ACONDICIONADOR	SHAMPOO2	350	20551
PC	CABELLO	ACONDICIONADOR	SHAMPOO2	930	20159
PC	CABELLO	ACONDICIONADOR	SHAMPOO2	930	20061
PC	CABELLO	ACONDICIONADOR	SHAMPOO2	300	20630
PC	CABELLO	ACONDICIONADOR	SHAMPOO2	930	20170
PC	DEOS	Aero	SHAMPOO2	150	20873
PC	DEOS	Aero	SHAMPOO2	150	20930
PC	PIEL2	Jabon Barra	SHAMPOO2	270	20214
PC	PIEL2	Jabon Barra	SHAMPOO2	125	20405
PC	PIEL2	Jabon Barra	SHAMPOO2	125	20476
PC	PIEL2	Jabon Barra	SHAMPOO2	270	20355
PC	PIEL2	Jabon Barra	SHAMPOO2	125	20431
PC	PIEL2	Jabon Barra	SHAMPOO2	270	20248
PC	PIEL2	Jabon Barra	SHAMPOO2	125	20521
PC	PIEL2	Jabon Barra	SHAMPOO2	270	20414
PC	PIEL2	Jabon Barra	SHAMPOO2	270	20531
PC	PIEL2	Jabon Barra	SHAMPOO2	270	20393
PC	PIEL2	Jabon Barra	SHAMPOO2	270	20591
PC	PIEL2	Jabon Barra	SHAMPOO2	125	20526
PC	PIEL2	Jabon Barra	SHAMPOO2	270	20458
PC	PIEL2	Jabon Barra	SHAMPOO2	270	20287
PC	PIEL2	Jabon Barra	SHAMPOO2	125	20457
PC	CABELLO	Niños	SHAMPOO2	350	20927
PC	CABELLO	Niños	SHAMPOO2	350	20497
PC	CABELLO	Niños	SHAMPOO2	200	20980
PC	CABELLO	Niños	SHAMPOO2	350	20625
PC	CABELLO	Niños	SHAMPOO2	350	20465
PC	DEOS	Aero	SHAMPOO2	150	20951
PC	DEOS	Aero	SHAMPOO2	150	20945
PC	CABELLO	SHAMPOO	SHAMPOO2	930	20213
PC	CABELLO	SHAMPOO	SHAMPOO2	930	20131
PC	CABELLO	SHAMPOO	SHAMPOO2	930	21053
PC	CABELLO	SHAMPOO	SHAMPOO2	300	20607
PC	CABELLO	SHAMPOO	SHAMPOO2	930	20044
PC	CABELLO	SHAMPOO	SHAMPOO2	350	20464
PC	CABELLO	SHAMPOO	SHAMPOO2	930	20075
PC	CABELLO	SHAMPOO	SHAMPOO2	930	20199
PC	CABELLO	SHAMPOO	SHAMPOO2	930	21025
PC	CABELLO	SHAMPOO	SHAMPOO2	930	20054
PC	CABELLO	SHAMPOO	SHAMPOO2	350	20502
PC	CABELLO	SHAMPOO	SHAMPOO2	930	20130
PC	CABELLO	SHAMPOO	SHAMPOO2	930	20047
PC	CABELLO	SHAMPOO	SHAMPOO2	300	20587
PC	CABELLO	SHAMPOO	SHAMPOO2	930	20143
HC	VAJILLA	Opaco	Importado	1000	20196
HC	VAJILLA	Opaco	Importado	1000	20388
HC	VAJILLA	Cristalino	Importado	500	20524
HC	VAJILLA	Cristalino	Importado	1000	20311
HC	VAJILLA	Cristalino	Importado	16	20652
PC	CABELLO	ACONDICIONADOR	SHAMPOO1	400	20474
PC	CABELLO	ACONDICIONADOR	SHAMPOO1	750	20480
PC	CABELLO	ACONDICIONADOR	SHAMPOO1	400	20872
PC	CABELLO	DETOX	SHAMPOO1	400	20578
PC	CABELLO	DETOX	SHAMPOO1	750	20532
PC	CABELLO	ACONDICIONADOR	SHAMPOO1	400	20438
PC	CABELLO	ACONDICIONADOR	SHAMPOO1	750	20443
PC	CABELLO	ACONDICIONADOR	SHAMPOO1	200	20677
PC	CABELLO	ACONDICIONADOR	SHAMPOO1	400	20381
PC	CABELLO	ACONDICIONADOR	SHAMPOO1	750	20372
PC	CABELLO	ACONDICIONADOR	SHAMPOO1	200	20602
PC	CABELLO	ACONDICIONADOR	SHAMPOO1	400	20722
PC	CABELLO	ACONDICIONADOR	SHAMPOO1	750	20726
PC	CABELLO	ACONDICIONADOR	SHAMPOO1	750	21059
PC	CABELLO	ACONDICIONADOR	SHAMPOO1	200	20669
PC	CABELLO	ACONDICIONADOR	SHAMPOO1	200	20794
PC	CABELLO	ACONDICIONADOR	SHAMPOO1	400	20589
PC	CABELLO	ACONDICIONADOR	SHAMPOO1	200	20771
PC	CABELLO	POST WASH	SHAMPOO1	200	21077
PC	CABELLO	POST WASH	SHAMPOO1	200	21063
PC	CABELLO	POST WASH	SHAMPOO1	400	21162
PC	CABELLO	POST WASH	SHAMPOO1	200	21076
PC	CABELLO	POST WASH	SHAMPOO1	200	20960
PC	CABELLO	POST WASH	SHAMPOO1	400	20931
PC	CABELLO	POST WASH	SHAMPOO1	400	20989
PC	CABELLO	POST WASH	SHAMPOO1	400	20903
PC	CABELLO	POST WASH	SHAMPOO1	400	20850
PC	CABELLO	POST WASH	SHAMPOO1	200	21219
PC	CABELLO	POST WASH	SHAMPOO1	100	21124
PC	CABELLO	SHAMPOO	SHAMPOO1	200	20790
PC	CABELLO	SHAMPOO	SHAMPOO1	400	20544
PC	CABELLO	SHAMPOO	SHAMPOO1	400	20851
PC	CABELLO	SHAMPOO	SHAMPOO1	200	20743
PC	CABELLO	SHAMPOO	SHAMPOO1	400	20514
PC	CABELLO	SHAMPOO	SHAMPOO1	750	20466
PC	CABELLO	POST WASH	SHAMPOO1	750	20404
PC	CABELLO	POST WASH	SHAMPOO1	400	20380
PC	CABELLO	POST WASH	SHAMPOO1	200	20629
PC	CABELLO	SHAMPOO	SHAMPOO1	200	20572
PC	CABELLO	SHAMPOO	SHAMPOO1	400	20352
PC	CABELLO	SHAMPOO	SHAMPOO1	750	20346
PC	CABELLO	SHAMPOO	SHAMPOO1	400	20716
PC	CABELLO	SHAMPOO	SHAMPOO1	750	20736
PC	CABELLO	SHAMPOO	SHAMPOO1	750	21148
PC	CABELLO	SHAMPOO	SHAMPOO1	200	20632
PC	CABELLO	SHAMPOO	SHAMPOO1	400	20433
PC	CABELLO	SHAMPOO	SHAMPOO1	750	20456
PC	CABELLO	POST WASH	SHAMPOO1	300	21174
PC	CABELLO	POST WASH	SHAMPOO1	420	21083
PC	CABELLO	POST WASH	SHAMPOO1	150	21282
HC	PROFESIONAL	LAVAVAJILLA ULTRA	INDUSTRIAL	5000	21121
HC	PROFESIONAL	PISOS	INDUSTRIAL	5000	21101
HC	PROFESIONAL	LV ROPA LIQUIDO	INDUSTRIAL	5000	20792
HC	PROFESIONAL	LV ROPA POLVO	INDUSTRIAL	10	21000
HC	PROFESIONAL	LV ROPA POLVO	INDUSTRIAL	25	20770
HC	PROFESIONAL	SUAVIZANTE	INDUSTRIAL	5000	20854
HC	HOGAR	Baño	AYUDIN	450	20491
HC	HOGAR	Baño	AYUDIN	500	20757
HC	HOGAR	TOILETTE	AYUDIN	35	20855
HC	HOGAR	TOILETTE	AYUDIN	55	20750
HC	HOGAR	TOILETTE	AYUDIN	35	21073
HC	HOGAR	TOILETTE	AYUDIN	30	21003
HC	HOGAR	TOILETTE	AYUDIN	30	20996
HC	HOGAR	TOILETTE	AYUDIN	35	20877
HC	HOGAR	TOILETTE	AYUDIN	55	21033
HC	HOGAR	Baño	AYUDIN	750	20842
HC	HOGAR	LAVANDINA EN GEL	AYUDIN	700	20138
HC	HOGAR	LAVANDINA EN GEL	AYUDIN	700	20171
HC	HOGAR	LAVANDINA EN GEL	AYUDIN	700	20117
HC	HOGAR	TOILETTE	AYUDIN	300	20421
HC	HOGAR	TOILETTE	AYUDIN	300	20239
HC	HOGAR	LAVANDINA EN GEL	AYUDIN	700	20062
HC	HOGAR	TOILETTE	AYUDIN	100	21042
HC	HOGAR	TOILETTE	AYUDIN	100	21044
HC	ROPA ACONDICIONADOR	ACONDICIONADOR	DOWNY	1000	20520
HC	ROPA ACONDICIONADOR	ACONDICIONADOR	DOWNY	450	20530
HC	ROPA ACONDICIONADOR	ACONDICIONADOR	DOWNY	1000	20733
HC	ROPA ACONDICIONADOR	ACONDICIONADOR	DOWNY	450	20426
HC	ROPA ACONDICIONADOR	ACONDICIONADOR	DOWNY	1000	20358
HC	ROPA ACONDICIONADOR	ACONDICIONADOR	DOWNY	450	21158
HC	ROPA ACONDICIONADOR	ACONDICIONADOR	DOWNY	900	20087
HC	ROPA ACONDICIONADOR	ACONDICIONADOR	DOWNY	900	20051
HC	ROPA ACONDICIONADOR	ACONDICIONADOR	DOWNY	900	20074
HC	ROPA ACONDICIONADOR	ACONDICIONADOR	DOWNY	4000	20088
HC	ROPA ACONDICIONADOR	ACONDICIONADOR	DOWNY	2000	20243
HC	ROPA ACONDICIONADOR	ACONDICIONADOR	DOWNY	4000	20221
HC	ROPA ACONDICIONADOR	ACONDICIONADOR	DOWNY	3000	20049
HC	ROPA ACONDICIONADOR	ACONDICIONADOR	DOWNY	900	20007
HC	ROPA ACONDICIONADOR	ACONDICIONADOR	DOWNY	3000	20014
HC	PROFESIONAL	SUAVIZANTE	DOWNY	5000	20218
HC	ROPA ACONDICIONADOR	ACONDICIONADOR	DOWNY	800	20012
FOODS	SOPAS Y CALDOS	Caldo Cubo	MAGGI2	12	20556
FOODS	SOPAS Y CALDOS	Caldo Cubo	MAGGI2	2	20565
FOODS	SOPAS Y CALDOS	Caldo Cubo	MAGGI2	12	20240
FOODS	SOPAS Y CALDOS	Caldo Cubo	MAGGI2	6	20285
FOODS	SOPAS Y CALDOS	Caldo Cubo	MAGGI2	2	20259
FOODS	SOPAS Y CALDOS	Caldo Cubo	MAGGI2	12	20142
FOODS	SOPAS Y CALDOS	Caldo Cubo	MAGGI2	6	20890
